[tileset]
img=images/tilesets/tileset_cave.png

tile=283,1768,3026,192,96,96,48
tile=284,1768,3122,192,96,96,48
tile=285,1782,3218,192,96,96,48
tile=286,1782,3314,192,95,96,47
tile=287,1772,3505,192,95,96,47
tile=288,1767,3600,192,95,96,47
tile=289,1974,2512,192,95,96,47
tile=290,1974,2607,192,95,96,47
tile=291,1974,2702,192,95,96,47
tile=292,1772,3409,192,96,96,48
tile=293,1750,3695,192,96,96,48
tile=294,1756,3791,192,96,96,48
tile=295,1974,2797,192,95,96,47
tile=296,1756,3887,192,96,96,48
tile=297,1960,2032,192,96,96,48
tile=298,1596,384,192,367,96,48
tile=299,1980,384,96,367,96,48
tile=300,1387,774,96,367,0,48
tile=301,1979,987,176,94,88,46
tile=302,1974,3272,176,94,88,46
tile=306,1974,2128,192,96,96,48
tile=307,1974,2892,192,95,96,47
tile=308,1974,2987,192,95,96,47
tile=309,1974,2224,192,96,96,48
tile=310,1974,2320,192,96,96,48
tile=311,1960,3082,192,95,96,47
tile=312,1974,3177,192,95,96,47
tile=313,1974,2416,192,96,96,48
tile=314,384,3081,178,328,96,287
tile=315,384,3409,178,328,82,287
tile=316,576,2129,178,314,82,266
tile=317,562,3427,178,315,96,267
tile=318,576,1801,178,328,96,287
tile=319,562,2443,178,328,82,287
tile=320,758,1492,178,315,82,267
tile=321,936,1492,178,315,96,267
tile=322,1675,751,112,308,96,267
tile=323,1234,3106,164,295,82,287
tile=324,1292,1493,112,307,16,266
tile=325,1274,2477,164,287,82,239
tile=326,1206,1158,178,335,96,287
tile=327,1787,761,192,328,96,287
tile=328,384,2416,178,335,82,287
tile=329,630,1158,192,315,96,267
tile=330,1466,2740,178,186,96,145
tile=331,1590,3102,178,186,82,145
tile=332,1466,2926,178,176,82,128
tile=333,1594,3384,178,176,96,128
tile=338,2015,1351,112,170,96,129
tile=339,1586,3695,164,153,81,145
tile=340,1474,3673,112,169,16,128
tile=341,1618,2235,164,136,83,88
tile=342,384,3737,178,193,96,145
tile=343,192,3754,192,186,96,145
tile=344,927,3775,178,193,82,145
tile=345,1426,2219,192,176,96,128
tile=346,562,2771,178,328,96,287
tile=347,562,3099,178,328,82,287
tile=348,754,1807,178,328,96,287
tile=349,932,1807,178,328,82,287
tile=350,754,2135,178,328,96,287
tile=351,932,2135,178,328,82,287
tile=352,740,2463,178,328,96,287
tile=353,740,2791,178,328,82,287
tile=354,384,2751,178,330,96,287
tile=355,576,1473,182,328,86,287
tile=356,918,2463,178,328,96,287
tile=357,740,3119,178,328,82,287
tile=358,918,2791,178,328,96,287
tile=359,918,3119,178,328,82,287
tile=360,1404,1437,145,274,49,250
tile=361,1436,3390,158,283,62,252
tile=362,930,3447,178,328,96,287
tile=363,1114,1493,178,328,82,287
tile=364,1110,1821,178,328,96,287
tile=365,1110,2149,178,328,82,287
tile=366,1096,2792,178,314,82,266
tile=367,1096,2477,178,315,96,267
tile=368,1692,1566,125,97,72,72
tile=369,2035,1935,118,97,46,72
tile=370,1644,2882,121,109,46,72
tile=371,1964,3560,125,109,72,72
tile=372,2023,1521,144,109,72,72
tile=373,1599,1836,147,109,72,72
tile=374,1644,2991,123,109,72,72
tile=375,2005,1254,144,97,72,72
tile=376,1959,3669,121,109,46,72
tile=377,1618,2371,147,109,72,72
tile=378,1105,3780,137,219,50,197
tile=379,1242,3780,136,219,50,197
tile=380,2034,0,133,217,50,195
tile=381,1692,1349,134,217,50,195
tile=382,1979,761,188,226,93,179
tile=383,1826,1362,189,226,93,179
tile=384,1594,3560,173,135,77,96
tile=385,1584,3848,172,135,77,96
tile=386,1964,3463,139,97,64,70
tile=387,1974,3366,140,97,64,70
tile=394,1288,2389,93,86,40,66
tile=395,2076,539,91,86,40,66
tile=396,2069,3778,92,108,35,93
tile=397,1474,3842,110,106,45,83
tile=398,1644,2738,115,144,43,129
tile=399,2034,217,122,144,43,129
tile=400,2089,3560,76,80,28,66
tile=401,2062,3886,97,82,42,62
tile=410,1948,3884,114,106,67,86
tile=411,1948,3778,121,106,40,86
tile=412,2076,625,90,121,35,93
tile=413,1630,2624,117,114,45,91
tile=414,1617,2480,116,144,43,129
tile=415,2023,1630,122,144,43,129
tile=416,2080,3706,61,61,32,47
tile=417,0,1612,192,384,96,336
animation=417;0,1612,66ms;0,1996,66ms;0,2380,66ms;0,2764,66ms;0,3148,66ms;0,3532,66ms;619,774,66ms;811,774,66ms;
tile=426,184,3940,79,50,42,14
tile=427,263,3940,66,44,39,31
tile=428,1378,3942,86,57,47,33
tile=429,1675,1059,73,30,34,29
tile=430,2089,3640,70,66,59,40
tile=431,1274,3048,139,58,74,22
tile=432,1246,3696,186,67,90,25
tile=433,0,3916,184,74,89,28
tile=442,0,1258,246,354,192,324
tile=443,1404,0,246,354,54,324
tile=444,754,3742,173,247,77,207
tile=445,246,1450,96,162,0,121
tile=446,1946,1683,77,162,77,121
tile=447,562,3742,192,246,96,207
tile=448,1958,1845,77,161,77,120
tile=449,1670,1089,192,260,96,220
tile=450,1426,1711,173,259,77,220
tile=451,2035,1774,96,161,0,120
tile=452,2076,361,85,178,85,131
tile=453,1426,1970,192,249,96,207
tile=454,1438,2395,179,249,83,207
tile=455,1378,3763,96,179,0,131
tile=458,192,2743,192,337,96,292
tile=459,822,1158,192,334,96,287
tile=460,384,1450,192,322,96,274
tile=461,1788,384,192,377,96,329
tile=462,1014,1158,192,334,96,287
tile=463,192,3080,192,337,96,292
tile=464,192,1612,192,377,96,329
tile=465,384,1772,192,322,96,274
tile=466,192,3417,192,337,96,292
tile=467,1274,2764,192,284,96,237
tile=468,384,2094,192,322,96,274
tile=469,192,1989,192,377,96,329
tile=470,1398,3106,192,284,96,237
tile=471,1483,751,192,337,96,292
tile=472,192,2366,192,377,96,329
tile=473,1404,354,192,384,96,336
tile=490,740,3447,190,295,95,254
tile=491,1862,1089,143,273,95,232
tile=492,1384,1158,143,279,48,254
tile=493,1246,3401,190,295,95,254
tile=494,1527,1088,143,279,95,254
tile=495,1549,1367,143,273,48,232
tile=514,1650,0,384,192,96,96
tile=515,246,1258,384,192,96,96
animation=515;246,1258,66ms;1003,774,66ms;1003,966,66ms;1650,192,66ms;
tile=522,1096,3106,138,337,135,329
tile=523,1288,1821,138,284,99,285
tile=524,1288,2105,138,284,39,285
tile=525,1108,3443,138,337,3,329
tile=526,0,0,636,629,32,469
tile=527,0,629,619,629,2,469
tile=528,636,0,768,387,96,195
tile=529,636,387,768,387,96,195
tile=530,1618,1945,148,145,64,107
tile=531,2005,1081,154,173,58,135
tile=532,1618,2090,150,145,63,107
tile=533,1599,1663,155,173,86,135

