[tileset]
img=images/tilesets/tileset_dungeon.png
tile=216,192,3417,192,337,96,292
tile=217,1274,2764,192,284,96,237
tile=218,384,2094,192,322,96,274
tile=219,192,1989,192,377,96,329
tile=220,1398,3106,192,284,96,237
tile=221,1483,751,192,337,96,292
tile=222,192,2366,192,377,96,329
tile=223,1404,354,192,384,96,336
tile=240,740,3447,190,295,95,254
tile=241,1862,1089,143,273,95,232
tile=242,1384,1158,143,279,48,254
tile=243,1246,3401,190,295,95,254
tile=244,1527,1088,143,279,95,254
tile=245,1549,1367,143,273,48,232
tile=264,1650,0,384,192,96,96
tile=265,246,1258,384,192,96,96
animation=265;246,1258,66ms;1003,774,66ms;1003,966,66ms;1650,192,66ms;
tile=280,1096,3106,138,337,135,329
tile=281,1288,1821,138,284,99,285
tile=282,1288,2105,138,284,39,285
tile=283,1108,3443,138,337,3,329
tile=284,0,0,636,629,32,469
tile=285,0,629,619,629,2,469
tile=286,636,0,768,387,96,195
tile=287,636,387,768,387,96,195
tile=288,1618,1945,148,145,64,107
tile=289,2005,1081,154,173,58,135
tile=290,1618,2090,150,145,63,107
tile=291,1599,1663,155,173,86,135

